ID	Provider	2019-01-Steps	2019-02-Steps	2019-03-Steps	2019-04-Steps	2019-05-Steps	2019-06-Steps	2019-07-Steps	2019-08-Steps	2019-09-Steps	2019-10-Steps	2019-11-Steps	2019-12-Steps	2020-01-Steps	2020-02-Steps	2020-03-Steps	2020-04-Steps	2020-05-Steps	2020-06-Steps	2020-07-Steps	2020-08-Steps	2020-09-Steps	2020-10-Steps	2020-11-Steps	2020-12-Steps	2020-03-01-Steps	2020-03-13-Steps	2019-Steps	2020-Steps	2019-01-Mvpa	2019-02-Mvpa	2019-03-Mvpa	2019-04-Mvpa	2019-05-Mvpa	2019-06-Mvpa	2019-07-Mvpa	2019-08-Mvpa	2019-09-Mvpa	2019-10-Mvpa	2019-11-Mvpa	2019-12-Mvpa	2020-01-Mvpa	2020-02-Mvpa	2020-03-Mvpa	2020-04-Mvpa	2020-05-Mvpa	2020-06-Mvpa	2020-07-Mvpa	2020-08-Mvpa	2020-09-Mvpa	2020-10-Mvpa	2020-11-Mvpa	2020-12-Mvpa	2020-03-01-Mvpa	2020-03-13-Mvpa	2019-Mvpa	2020-Mvpa	2019-01-TEE	2019-02-TEE	2019-03-TEE	2019-04-TEE	2019-05-TEE	2019-06-TEE	2019-07-TEE	2019-08-TEE	2019-09-TEE	2019-10-TEE	2019-11-TEE	2019-12-TEE	2020-01-TEE	2020-02-TEE	2020-03-TEE	2020-04-TEE	2020-05-TEE	2020-06-TEE	2020-07-TEE	2020-08-TEE	2020-09-TEE	2020-10-TEE	2020-11-TEE	2020-12-TEE	2020-03-01-TEE	2020-03-13-TEE	2019-TEE	2020-TEE	2019-01-AEE	2019-02-AEE	2019-03-AEE	2019-04-AEE	2019-05-AEE	2019-06-AEE	2019-07-AEE	2019-08-AEE	2019-09-AEE	2019-10-AEE	2019-11-AEE	2019-12-AEE	2020-01-AEE	2020-02-AEE	2020-03-AEE	2020-04-AEE	2020-05-AEE	2020-06-AEE	2020-07-AEE	2020-08-AEE	2020-09-AEE	2020-10-AEE	2020-11-AEE	2020-12-AEE	2020-03-01-AEE	2020-03-13-AEE	2019-AEE	2020-AEE	2019-01-LPA	2019-02-LPA	2019-03-LPA	2019-04-LPA	2019-05-LPA	2019-06-LPA	2019-07-LPA	2019-08-LPA	2019-09-LPA	2019-10-LPA	2019-11-LPA	2019-12-LPA	2020-01-LPA	2020-02-LPA	2020-03-LPA	2020-04-LPA	2020-05-LPA	2020-06-LPA	2020-07-LPA	2020-08-LPA	2020-09-LPA	2020-10-LPA	2020-11-LPA	2020-12-LPA	2020-03-01-LPA	2020-03-13-LPA	2019-LPA	2020-LPA	2019-01-MPA	2019-02-MPA	2019-03-MPA	2019-04-MPA	2019-05-MPA	2019-06-MPA	2019-07-MPA	2019-08-MPA	2019-09-MPA	2019-10-MPA	2019-11-MPA	2019-12-MPA	2020-01-MPA	2020-02-MPA	2020-03-MPA	2020-04-MPA	2020-05-MPA	2020-06-MPA	2020-07-MPA	2020-08-MPA	2020-09-MPA	2020-10-MPA	2020-11-MPA	2020-12-MPA	2020-03-01-MPA	2020-03-13-MPA	2019-MPA	2020-MPA	2019-01-VPA	2019-02-VPA	2019-03-VPA	2019-04-VPA	2019-05-VPA	2019-06-VPA	2019-07-VPA	2019-08-VPA	2019-09-VPA	2019-10-VPA	2019-11-VPA	2019-12-VPA	2020-01-VPA	2020-02-VPA	2020-03-VPA	2020-04-VPA	2020-05-VPA	2020-06-VPA	2020-07-VPA	2020-08-VPA	2020-09-VPA	2020-10-VPA	2020-11-VPA	2020-12-VPA	2020-03-01-VPA	2020-03-13-VPA	2019-VPA	2020-VPA	2019-01-SED	2019-02-SED	2019-03-SED	2019-04-SED	2019-05-SED	2019-06-SED	2019-07-SED	2019-08-SED	2019-09-SED	2019-10-SED	2019-11-SED	2019-12-SED	2020-01-SED	2020-02-SED	2020-03-SED	2020-04-SED	2020-05-SED	2020-06-SED	2020-07-SED	2020-08-SED	2020-09-SED	2020-10-SED	2020-11-SED	2020-12-SED	2020-03-01-SED	2020-03-13-SED	2019-SED	2020-SED
88	Fitbit	NULL	NULL	NULL	NULL	NULL	NULL	NULL	11247	10882	11410	11057	10661	11747	12164	12250	11240	10843	12112	13410	12918	12280	12518	12793	11219	14649	10735	11051	12124	NULL	NULL	NULL	NULL	NULL	NULL	NULL	60	65	58	71	64	73	65	73	62	61	72	88	66	73	78	81	67	81	67	63	72	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2725	2623	2620	2622	2449	2633	2620	2606	2520	2575	2704	2640	2643	2698	2709	2752	2520	2761	2508	2607	2635	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1419	1316	1304	1308	1171	1394	1394	1355	1244	1320	1488	1420	1433	1507	1511	1587	1263	1543	1236	1303	1409	NULL	NULL	NULL	NULL	NULL	NULL	NULL	263	121	84	55	44	42	36	30	25	26	25	20	21	20	19	18	13	13	17	238	185	NULL	NULL	NULL	NULL	NULL	NULL	NULL	25	17	9	6	5	4	2	2	1	2	2	3	1	2	2	1	1	1	1	28	17	NULL	NULL	NULL	NULL	NULL	NULL	NULL	34	15	10	11	7	8	6	6	5	4	4	4	3	3	3	3	2	3	3	35	33	NULL	NULL	NULL	NULL	NULL	NULL	NULL	719	336	236	181	146	113	91	86	74	70	59	55	50	44	43	38	41	34	54	706	467
89	Garmin	9298	10038	10859	10159	12047	13862	14153	14264	14177	9457	10048	10704	11056	10786	12559	13033	12929	12631	12659	13104	12049	10882	11088	12090	13190	12160	11612	12078	13	14	23	13	31	29	35	38	35	5	11	14	21	30	32	27	27	27	19	39	26	20	22	27	33	32	22	26	2133	2216	2220	2207	2433	2499	2485	2546	2516	2285	2329	2286	2300	2316	2336	2257	2353	2322	2285	2364	2301	2206	2227	2213	2397	2297	2348	2291	497	580	607	577	802	886	849	910	898	651	713	650	671	687	709	628	724	693	656	735	672	575	598	603	768	672	721	664	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	11	5	7	2	5	4	4	4	3	0	0	1	1	1	1	1	1	1	0	1	1	0	0	0	0	1	19	11	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
90	Fitbit	7967	10098	10566	11650	14144	10459	5862	6416	5863	13644	11704	10160	5135	8534	10502	4363	6392	11237	12965	7211	5361	13704	9325	7832	8601	11703	9875	8557	66	103	102	132	151	96	46	52	42	139	116	100	52	79	89	50	73	90	112	76	37	132	64	100	79	95	95	80	3107	3511	3463	3732	3945	3536	2976	3050	3060	3921	3571	3396	3043	3221	3363	2834	3155	3461	3527	3158	2823	3841	3188	3346	3061	3554	3438	3249	1382	1862	1785	2125	2416	1929	1246	1397	1385	2450	2107	1909	1194	1685	1876	1150	1587	2003	2099	1616	1213	2463	1673	1821	1529	2095	1832	1700	176	105	67	54	51	40	29	29	25	29	24	22	14	17	18	11	14	16	15	12	10	15	11	10	5	13	231	126	25	24	14	14	14	7	4	4	2	6	4	5	2	3	3	2	2	3	3	2	1	3	1	2	1	2	46	24	41	25	20	18	16	9	2	2	2	7	5	3	2	2	2	0	1	1	2	1	0	2	1	1	1	1	49	15	543	268	205	137	117	104	107	83	67	59	55	55	63	39	41	38	34	30	27	33	28	23	22	22	16	26	609	297
91	Garmin	NULL	NULL	8531	7371	9043	7584	8581	6613	6460	6930	5823	6433	5485	6639	4043	4246	10626	6453	8647	6213	6834	10169	6156	6059	6414	2413	7321	6913	NULL	NULL	23	25	29	25	17	39	11	1	17	11	11	21	8	32	41	26	26	31	30	9	2	7	13	5	20	21	NULL	NULL	2506	2467	2507	2531	2471	2517	2283	2161	2268	2347	2396	2578	2374	2383	2828	2539	2610	2456	2568	2568	2247	2283	2545	2256	2412	2493	NULL	NULL	534	495	560	562	499	591	335	191	302	360	463	595	391	423	863	610	660	529	662	595	324	347	562	273	449	545	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	10	9	6	5	2	4	1	0	1	1	0	1	0	1	2	1	1	1	1	0	0	0	0	0	14	9	NULL	NULL	12	5	3	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
92	Garmin	7292	6400	4710	7202	8293	8848	9051	6487	6803	7237	5794	6583	5391	5804	5313	NULL	NULL	8277	8155	9062	6547	6573	4678	6314	5739	4581	7062	6529	NULL	NULL	NULL	NULL	1	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	5	NULL	0	NULL	NULL	NULL	NULL	0	0	2833	3037	2897	2893	3044	2909	2933	3120	3276	3148	3049	3111	2846	3039	3176	NULL	NULL	2942	2861	2893	2861	2880	2727	2950	3459	2690	3021	2908	719	923	786	779	930	795	827	1008	1162	1045	935	997	772	931	1068	NULL	NULL	876	802	856	802	821	668	891	1351	582	909	840	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	0	NULL	NULL	NULL	NULL	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	0	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
93	Garmin	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2416	5755	8255	10259	12476	9737	9499	10453	8239	7524	9355	11413	8269	8146	11808	2416	9695	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	36	43	50	88	120	99	93	68	72	45	60	68	47	64	106	36	78	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2909	3246	3523	3668	3694	3629	3739	3610	3671	3045	3266	3520	3652	3522	3775	2909	3597	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	505	848	1125	1274	1303	1238	1367	1273	1317	691	912	1174	1298	1124	1384	505	1224	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	18	16	9	5	5	7	4	6	1	0	1	3	2	1	4	18	24	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	18	11	20	32	31	15	10	2	6	0	2	2	1	13	21	18	52	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
94	Garmin	NULL	NULL	NULL	NULL	NULL	NULL	NULL	10741	10185	11680	7555	8946	9563	9626	9698	11814	15135	14723	16098	10862	15614	13677	10584	7883	12313	8047	9751	12215	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1744	1709	1740	1641	1722	1741	1740	1710	1767	1865	1854	1892	1836	1917	1882	1738	1639	1808	1649	1709	1802	NULL	NULL	NULL	NULL	NULL	NULL	NULL	260	225	256	157	240	273	272	242	299	397	386	427	368	443	401	280	182	340	181	225	334	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
95	Garmin	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	10162	9812	6665	8195	8645	7894	3513	9513	9322	8260	8788	8649	12089	NULL	NULL	9229	6681	8737	8295	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	16	20	18	11	14	14	14	29	19	36	36	20	63	NULL	NULL	22	6	18	22	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2708	2803	2681	2820	2762	2712	2481	2677	2664	2709	2711	2681	2760	NULL	NULL	2872	2566	2733	2695	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	608	651	521	666	608	558	327	600	510	555	557	535	858	NULL	NULL	718	412	592	557	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	5	6	3	1	1	0	0	0	0	1	1	0	0	1	1	9	7	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	11	5	3	0	0	1	1	2	1	1	1	0	0	0	0	9	8	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
96	Garmin	9588	9521	9632	10914	10719	9201	13141	12447	12409	10784	11169	10489	10009	10859	11902	12660	14254	13081	14142	15444	12603	12482	11198	9106	10988	12480	10894	12358	30	33	26	31	29	28	37	35	26	18	34	33	22	27	37	35	43	39	42	47	41	33	35	20	32	40	30	35	1929	1920	1925	1934	1945	1892	2013	1994	1974	1965	1973	1958	1949	1947	1988	2044	2078	2021	2028	2055	1971	1973	1971	1885	1987	1989	1953	1994	384	375	382	389	400	347	468	449	429	420	428	405	400	398	447	507	547	499	506	533	454	454	425	339	439	452	408	461	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	28	13	9	8	5	4	5	4	2	1	2	2	1	1	2	1	2	2	2	2	1	1	1	0	0	1	28	16	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
97	Fitbit	NULL	NULL	NULL	10036	10642	10549	12895	9427	13113	11747	12072	7824	9461	8161	11583	11903	9558	NULL	NULL	NULL	NULL	NULL	NULL	NULL	10501	12304	10886	10232	NULL	NULL	NULL	89	67	76	86	48	65	64	77	30	42	10	42	78	150	NULL	NULL	NULL	NULL	NULL	NULL	NULL	11	63	64	52	NULL	NULL	NULL	3046	3651	3738	3942	3612	3975	3836	3885	3312	3512	3431	3768	3888	4020	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3610	3873	3724	3679	NULL	NULL	NULL	1205	1950	2081	2422	1982	2425	2228	2286	1562	1822	1130	1689	2277	2411	NULL	NULL	NULL	NULL	NULL	NULL	NULL	846	2251	2092	1787	NULL	NULL	NULL	35	255	141	120	83	48	61	36	36	34	21	24	27	6	NULL	NULL	NULL	NULL	NULL	NULL	NULL	5	18	312	96	NULL	NULL	NULL	4	24	13	15	8	6	8	5	2	2	0	2	4	2	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	2	35	11	NULL	NULL	NULL	85	41	24	13	3	1	3	3	1	2	0	1	2	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	1	28	8	NULL	NULL	NULL	1316	600	309	188	166	91	100	62	87	80	88	85	50	23	NULL	NULL	NULL	NULL	NULL	NULL	NULL	52	36	614	277
98	Garmin	12050	14211	14115	8853	11145	11150	9656	8074	14530	12783	10613	10358	11749	12524	13011	15061	16747	17265	18184	16955	17122	15424	16473	14724	12060	13611	11368	15449	56	72	51	28	61	46	40	29	60	63	59	46	69	57	63	92	106	85	97	83	88	77	80	66	48	72	51	81	2819	2801	2723	2454	2661	2576	2540	2489	2716	2712	2730	2896	3260	3127	2999	2883	2980	2909	2834	2732	2671	2587	2700	2596	2947	3032	2676	2859	829	814	736	467	674	592	553	502	753	723	743	909	1309	1183	1055	969	1097	1026	1009	918	862	789	902	798	1003	1088	691	995	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	11	9	3	1	2	2	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	11	8	44	25	11	5	10	5	4	2	4	5	4	3	5	3	3	4	5	3	4	3	3	2	2	2	1	2	39	33	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
99	Fitbit	12741	15892	9113	11703	8476	NULL	11553	NULL	NULL	9513	7561	NULL	10183	11573	11495	13061	12176	12057	13692	12558	13940	13816	11170	9095	12321	10974	11316	12071	93	119	55	84	45	NULL	64	NULL	NULL	50	37	NULL	54	85	82	100	91	95	108	81	117	117	91	68	98	72	74	91	2960	3097	2558	2784	2474	NULL	2737	NULL	NULL	2494	2332	NULL	2578	2788	2735	2862	2760	2724	2748	2647	2761	2742	2555	2397	2922	2616	2733	2691	1639	1850	1195	1473	1096	NULL	1418	NULL	NULL	1115	918	NULL	1208	1491	1469	1635	1542	1525	1589	1478	1595	1587	1377	1191	1686	1332	1400	1474	234	126	64	44	23	NULL	27	NULL	NULL	16	21	NULL	34	31	31	27	25	21	21	20	15	15	13	13	14	17	223	167	30	18	6	7	2	NULL	3	NULL	NULL	1	2	NULL	3	5	5	4	3	3	3	2	2	2	1	1	2	2	28	24	62	42	10	8	3	NULL	3	NULL	NULL	2	1	NULL	4	6	5	6	5	5	5	4	5	5	3	2	2	2	46	39	646	278	206	134	87	NULL	79	NULL	NULL	52	86	NULL	102	80	78	61	60	53	44	46	43	39	38	35	29	50	664	417
100	Garmin	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	8829	8677	10525	9879	10042	8183	7924	8475	6069	8812	11111	10334	8782	8232	8139	8465	8212	7741	9485	8703	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	49	42	57	52	53	43	47	65	46	48	60	45	40	38	34	45	39	52	50	47	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2740	2836	2946	2824	2929	2758	2731	2753	2650	2771	2898	2766	2751	2689	2643	2709	2723	2736	2838	2754	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	618	725	836	714	825	654	627	649	546	667	794	662	651	597	556	617	619	632	725	653	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	28	10	8	5	4	2	2	3	1	1	2	1	0	0	0	0	0	2	24	13	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	21	11	10	7	6	4	4	4	3	2	2	2	2	1	1	1	1	2	26	22	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
101	Garmin	NULL	NULL	NULL	NULL	NULL	12493	15205	14619	15320	16265	14470	12846	15199	15059	13158	13155	14613	17421	19278	16980	15295	16323	17286	14708	15762	10927	14797	15860	NULL	NULL	NULL	NULL	NULL	80	75	60	85	92	75	62	106	110	87	102	87	102	121	104	94	106	129	79	109	67	76	103	NULL	NULL	NULL	NULL	NULL	2416	2482	2452	2476	2571	2475	2449	2696	2611	2517	2493	2584	2748	2793	2752	2661	2748	2849	2647	2649	2403	2484	2685	NULL	NULL	NULL	NULL	NULL	733	800	782	814	880	793	763	981	896	802	778	869	1033	1088	1047	946	1036	1139	999	934	688	805	976	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	40	31	11	15	14	8	2	7	6	4	3	4	5	6	5	4	4	4	1	2	1	41	39	NULL	NULL	NULL	NULL	NULL	40	30	13	11	8	5	4	8	6	4	3	3	3	3	2	2	2	3	1	2	1	35	28	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
102	Garmin	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	7170	10274	7812	7606	7424	7054	8481	6927	9345	10437	9933	6770	7888	7971	7662	7360	8633	8385	8411	8119	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	7	16	6	4	7	1	4	5	5	6	17	7	1	1	2	1	0	6	8	5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2854	3001	2868	2849	2971	2810	2964	2849	2997	3077	2964	2900	2999	2982	2971	2787	2981	2953	2900	2942	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	535	693	572	558	679	532	692	577	720	805	695	625	732	689	679	495	708	682	600	662	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	6	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4	5	0	0	NULL	NULL	0	0	NULL	NULL	0	0	NULL	0	0	0	NULL	0	3	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
103	Garmin	9946	11219	12003	11834	12184	14433	16160	14705	12383	12842	9852	13404	12692	12454	10795	11789	10678	11499	11779	11512	9593	10518	12129	12201	13139	9315	12674	11451	26	35	33	28	28	38	42	27	21	27	15	30	18	28	35	50	57	37	54	47	32	41	35	43	27	40	30	40	2189	2223	2258	2280	2217	2302	2381	2307	2207	2263	2178	2335	2234	2327	2291	2393	2515	2286	2478	2354	2261	2272	2249	2155	2316	2275	2265	2321	478	512	549	569	506	591	670	596	507	572	488	641	546	639	606	701	776	547	739	636	550	568	592	533	628	591	559	621	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	13	8	4	1	1	2	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	8	5	13	7	7	5	4	4	3	3	1	2	0	2	1	1	1	2	2	1	1	1	1	1	1	1	0	1	21	14	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
104	Garmin	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	8391	5087	5566	3846	6919	6647	6361	4867	4743	4379	NULL	8391	NULL	5492	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	50	70	93	70	62	51	35	37	41	62	NULL	50	NULL	58	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2402	2296	2504	2375	2392	2291	2227	2232	2274	2601	NULL	2402	NULL	2332	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	585	481	687	556	573	472	408	411	455	782	NULL	585	NULL	514	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	38	17	12	6	3	0	0	0	0	NULL	2	NULL	20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	48	30	28	10	9	6	5	4	4	1	NULL	48	NULL	37	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
